DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,QDA,0.94,2.0,0.938,3.0,0.9360000000000002,4.0,0.932,5.5,0.932,5.5,0.942,1.0,edge_ratio,1,F1
x80data,QDA,0.892,2.5,0.892,2.5,0.8879999999999999,4.5,0.8960000000000001,1.0,0.8340000000000001,6.0,0.8879999999999999,4.5,edge_ratio,1,F1
x7data,QDA,0.8720000000000001,3.5,0.8720000000000001,3.5,0.8720000000000001,3.5,0.8720000000000001,3.5,0.8720000000000001,3.5,0.8720000000000001,3.5,edge_ratio,1,F1
x79data,QDA,0.6659999999999999,5.0,0.768,3.5,0.6359999999999999,6.0,0.8420000000000001,1.0,0.7979999999999998,2.0,0.768,3.5,edge_ratio,1,F1
x78data,QDA,0.95,2.5,0.958,1.0,0.944,4.0,0.9359999999999999,5.0,0.95,2.5,0.922,6.0,edge_ratio,1,F1
x76data,QDA,0.4380000000000001,4.0,0.426,5.0,0.522,3.0,0.614,2.0,0.378,6.0,0.8139999999999998,1.0,edge_ratio,1,F1
x75data,QDA,0.988,1.0,0.984,2.0,0.976,4.0,0.98,3.0,0.938,5.0,0.932,6.0,edge_ratio,1,F1
x74data,QDA,0.988,1.5,0.988,1.5,0.98,3.5,0.98,3.5,0.912,6.0,0.948,5.0,edge_ratio,1,F1
x73data,QDA,0.762,5.0,0.8,2.0,0.794,3.0,0.792,4.0,0.732,6.0,0.8619999999999999,1.0,edge_ratio,1,F1
x72data,QDA,0.966,5.0,0.97,1.5,0.968,3.5,0.97,1.5,0.968,3.5,0.962,6.0,edge_ratio,1,F1
x71data,QDA,0.932,5.0,0.94,2.0,0.9259999999999999,6.0,0.946,1.0,0.9359999999999999,3.5,0.9360000000000002,3.5,edge_ratio,1,F1
x70data,QDA,0.7959999999999999,1.0,0.7879999999999999,4.5,0.792,2.0,0.79,3.0,0.7879999999999999,4.5,0.7700000000000001,6.0,edge_ratio,1,F1
x69data,QDA,0.79,4.0,0.7939999999999999,3.0,0.784,5.0,0.7979999999999999,1.0,0.7959999999999999,2.0,0.782,6.0,edge_ratio,1,F1
x68data,QDA,0.986,5.0,0.986,5.0,0.988,2.0,0.988,2.0,0.988,2.0,0.986,5.0,edge_ratio,1,F1
x66data,QDA,0.5879999999999999,3.0,0.28,6.0,0.6020000000000001,2.0,0.4640000000000001,5.0,0.534,4.0,0.726,1.0,edge_ratio,1,F1
x65data,QDA,0.684,2.5,0.684,2.5,0.6920000000000001,1.0,0.68,4.0,0.6719999999999999,5.0,0.6619999999999999,6.0,edge_ratio,1,F1
x64data,QDA,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,edge_ratio,1,F1
x63data,QDA,0.638,5.0,0.65,1.0,0.6479999999999999,2.0,0.64,4.0,0.642,3.0,0.62,6.0,edge_ratio,1,F1
x60data,QDA,0.648,1.5,0.648,1.5,0.6359999999999999,4.5,0.6280000000000001,6.0,0.6359999999999999,4.5,0.642,3.0,edge_ratio,1,F1
x50data,QDA,0.8640000000000001,6.0,0.9179999999999999,4.5,0.9239999999999998,3.0,0.934,1.0,0.9179999999999999,4.5,0.9259999999999999,2.0,edge_ratio,1,F1
x4data,QDA,0.992,1.0,0.988,2.0,0.966,4.0,0.9640000000000001,5.0,0.958,6.0,0.982,3.0,edge_ratio,1,F1
x48data,QDA,0.908,5.0,0.942,2.0,0.91,4.0,0.95,1.0,0.92,3.0,0.866,6.0,edge_ratio,1,F1
x45data,QDA,0.976,1.0,0.902,5.0,0.932,3.0,0.89,6.0,0.908,4.0,0.934,2.0,edge_ratio,1,F1
x39data,QDA,0.988,2.0,0.988,2.0,0.988,2.0,0.976,4.0,0.972,5.0,0.9179999999999999,6.0,edge_ratio,1,F1
x38data,QDA,0.94,4.0,0.95,1.0,0.938,5.0,0.946,3.0,0.902,6.0,0.948,2.0,edge_ratio,1,F1
x35data,QDA,1.0,1.5,1.0,1.5,0.998,3.0,0.9940000000000001,6.0,0.996,4.5,0.996,4.5,edge_ratio,1,F1
x32data,QDA,0.974,1.0,0.966,2.0,0.96,3.0,0.956,4.0,0.942,5.0,0.9179999999999999,6.0,edge_ratio,1,F1
x31data,QDA,0.722,3.0,0.706,4.0,0.8220000000000001,1.0,0.55,6.0,0.6759999999999999,5.0,0.732,2.0,edge_ratio,1,F1
x30data,QDA,0.73,6.0,0.748,5.0,0.8619999999999999,1.0,0.7999999999999999,3.0,0.7859999999999999,4.0,0.818,2.0,edge_ratio,1,F1
x20data,QDA,0.942,1.0,0.932,5.5,0.9359999999999999,2.5,0.934,4.0,0.932,5.5,0.9359999999999999,2.5,edge_ratio,1,F1
x1data,QDA,0.8939999999999999,2.5,0.8939999999999999,2.5,0.8940000000000001,2.5,0.892,5.0,0.772,6.0,0.8939999999999999,2.5,edge_ratio,1,F1
x18data,QDA,0.938,2.5,0.938,2.5,0.938,2.5,0.938,2.5,0.93,5.0,0.8440000000000001,6.0,edge_ratio,1,F1
appendicitis,QDA,0.818,1.0,0.784,6.0,0.8059999999999999,3.5,0.8059999999999999,3.5,0.8160000000000001,2.0,0.792,5.0,edge_ratio,1,F1
autoUniv-au1-1000,QDA,0.718,1.0,0.7020000000000001,4.0,0.716,2.0,0.688,6.0,0.69,5.0,0.7120000000000001,3.0,edge_ratio,1,F1
climate-simulation-craches,QDA,0.8239999999999998,4.0,0.8560000000000001,3.0,0.86,2.0,0.8619999999999999,1.0,0.7699999999999999,5.0,0.696,6.0,edge_ratio,1,F1
